date,product_id,product_name,category,brand,unit_price,supplier_id,current_stock,reorder_level,units_sold,discount_percentage,is_holiday,is_weekend,month,day_of_week,needs_restock,restock_quantity
2025-10-08,103,Electric Drill,Paint,Stanley,202.22,7,58,22,11,15,1,0,10,2,No,272
2025-05-27,104,Paint Bucket 5L,Electrical,Nippon,499.48,5,206,52,9,15,0,0,5,1,No,64
2025-09-02,107,Cement Bag,Electrical,Nippon,4218.22,15,292,23,9,15,0,0,9,1,No,0
2025-10-14,106,LED Bulb,Plumbing,Stanley,3703.22,19,49,68,13,5,0,0,10,1,Yes,341
2025-06-24,109,Safety Gloves,Building Materials,Ingco,2618.58,2,227,21,11,5,0,0,6,1,No,103
2025-02-10,105,PVC Pipe,Gardening,Nippon,3028.85,11,242,70,13,0,0,0,2,0,No,148
2025-10-28,105,PVC Pipe,Paint,Nippon,1490.89,13,17,59,9,0,0,0,10,1,Yes,253
2025-11-15,110,Nails Pack,Fasteners,3M,4196.39,15,99,67,7,5,1,1,11,5,No,111
2025-04-04,110,Nails Pack,Paint,Hilti,3049.09,10,1,74,11,5,0,0,4,4,Yes,329
2025-07-19,102,Screwdriver Set,Gardening,Dulux,2123.85,4,110,33,4,5,0,1,7,5,No,10
2025-07-19,101,Hammer,Building Materials,Bosch,2622.61,2,144,78,9,0,0,1,7,5,No,126
2025-05-19,101,Hammer,Electrical,Makita,1629.53,15,260,20,9,15,0,0,5,0,No,10
2025-03-28,106,LED Bulb,Building Materials,Makita,3890.02,19,194,73,9,10,0,0,3,4,No,76
2025-05-08,104,Paint Bucket 5L,Building Materials,Dulux,931.81,2,256,24,10,10,0,0,5,3,No,44
2025-11-17,105,PVC Pipe,Electrical,Makita,1318.7,18,63,73,11,5,0,0,11,0,Yes,267
2025-07-28,104,Paint Bucket 5L,Building Materials,Dulux,921.33,10,119,63,12,5,0,0,7,0,No,241
2025-07-27,105,PVC Pipe,Plumbing,Dulux,2287.21,20,250,39,14,5,0,1,7,6,No,170
2025-03-25,104,Paint Bucket 5L,Safety Equipment,3M,1421.77,18,118,54,16,0,0,0,3,1,No,362
2025-12-11,102,Screwdriver Set,Gardening,Hilti,2315.78,8,178,33,16,15,0,0,12,3,No,302
2025-05-08,109,Safety Gloves,Building Materials,Stanley,3472.22,19,250,62,9,15,0,0,5,3,No,20
2025-10-22,105,PVC Pipe,Paint,Stanley,185.16,7,177,42,11,15,0,0,10,2,No,153
2025-08-25,103,Electric Drill,Plumbing,Ingco,3367.63,7,233,79,6,15,1,0,8,0,No,0
2025-07-31,103,Electric Drill,Building Materials,Nippon,3399.82,19,263,48,19,0,0,0,7,3,No,307
2025-11-01,107,Cement Bag,Electrical,Bosch,2274.38,5,289,20,14,10,0,1,11,5,No,131
2025-10-12,103,Electric Drill,Safety Equipment,3M,4206.76,10,135,66,10,0,0,1,10,6,No,165
2025-04-03,103,Electric Drill,Building Materials,Makita,2895.99,9,146,50,12,15,0,0,4,3,No,214
2025-11-23,105,PVC Pipe,Electrical,Bosch,3328.54,2,89,47,9,10,0,1,11,6,No,181
2025-09-21,102,Screwdriver Set,Building Materials,3M,880.51,15,160,60,11,5,0,1,9,6,No,170
2025-11-25,110,Nails Pack,Tools,Stanley,4967.35,7,158,60,13,15,0,0,11,1,No,232
2025-08-03,108,Garden Hose,Gardening,Ingco,634.64,8,131,57,11,10,1,1,8,6,No,199
2025-02-07,107,Cement Bag,Paint,3M,2247.04,18,128,43,8,0,0,0,2,4,No,112
2025-04-09,104,Paint Bucket 5L,Paint,Bosch,1554.66,12,64,31,11,5,0,0,4,2,No,266
2025-05-22,102,Screwdriver Set,Paint,Dulux,3088.18,15,92,44,11,10,0,0,5,3,No,238
2025-06-03,103,Electric Drill,Gardening,Hilti,3022.78,9,101,45,10,5,0,0,6,1,No,199
2025-10-21,101,Hammer,Paint,Ingco,2976.6,14,264,22,6,5,0,0,10,1,No,0
2025-01-28,110,Nails Pack,Gardening,Ingco,2757.58,7,292,34,5,5,0,0,1,1,No,0
2025-01-28,104,Paint Bucket 5L,Plumbing,Bosch,2714.65,17,20,42,11,10,0,0,1,1,Yes,310
2025-07-12,101,Hammer,Safety Equipment,3M,2211.22,18,280,55,15,10,0,1,7,5,No,170
2025-02-18,109,Safety Gloves,Paint,Ingco,4642.47,16,51,65,8,5,0,0,2,1,Yes,189
2025-06-27,108,Garden Hose,Electrical,Dulux,1605.72,14,143,61,13,5,0,0,6,4,No,247
2025-03-17,106,LED Bulb,Building Materials,Hilti,3090.64,2,131,45,12,5,0,0,3,0,No,229
2025-01-22,102,Screwdriver Set,Electrical,Makita,697.24,3,73,58,7,0,0,0,1,2,No,137
2025-06-08,104,Paint Bucket 5L,Gardening,Hilti,2673.3,15,297,75,12,10,0,1,6,6,No,63
2025-05-24,106,LED Bulb,Gardening,Nippon,4818.34,19,171,75,10,5,0,1,5,5,No,129
2025-12-18,109,Safety Gloves,Gardening,Ingco,2679.85,15,117,40,5,10,0,0,12,3,No,33
2025-05-04,110,Nails Pack,Paint,Hilti,4432.61,2,9,43,7,5,1,1,5,6,Yes,201
2025-03-25,104,Paint Bucket 5L,Building Materials,Bosch,2114.04,19,292,23,8,15,0,0,3,1,No,0
2025-09-25,106,LED Bulb,Gardening,Makita,1446.55,15,201,44,13,15,0,0,9,3,No,189
2025-04-30,101,Hammer,Paint,3M,568.12,20,241,24,11,10,0,0,4,2,No,89
2025-11-06,106,LED Bulb,Paint,3M,923.27,13,292,34,7,0,0,0,11,3,No,0
2025-02-06,102,Screwdriver Set,Fasteners,3M,1228.21,17,77,32,7,10,0,0,2,3,No,133
2025-07-13,109,Safety Gloves,Fasteners,Dulux,3012.93,1,41,73,6,0,0,1,7,6,Yes,139
2025-01-11,108,Garden Hose,Building Materials,3M,2284.38,7,279,79,12,10,0,1,1,5,No,81
2025-06-26,104,Paint Bucket 5L,Safety Equipment,Bosch,4111.66,15,287,58,11,15,0,0,6,3,No,43
2025-01-24,106,LED Bulb,Fasteners,Dulux,3885.85,12,163,22,8,15,0,0,1,4,No,77
2025-06-11,108,Garden Hose,Paint,Hilti,2065.82,19,195,32,9,10,0,0,6,2,No,75
2025-05-15,101,Hammer,Paint,3M,2643.39,12,229,27,7,5,0,0,5,3,No,0
2025-05-30,101,Hammer,Electrical,Bosch,3289.3,20,258,41,10,10,0,0,5,4,No,42
2025-02-05,109,Safety Gloves,Paint,Dulux,3380.49,7,285,71,10,15,0,0,2,2,No,15
2025-07-02,103,Electric Drill,Tools,Bosch,394.7,16,157,76,7,15,0,0,7,2,No,53
2025-02-18,107,Cement Bag,Electrical,Hilti,4126.85,10,114,59,9,0,0,0,2,1,No,156
2025-06-29,104,Paint Bucket 5L,Electrical,Dulux,198.13,11,120,49,12,5,0,1,6,6,No,240
2025-09-14,103,Electric Drill,Gardening,Nippon,2652.69,9,230,51,11,10,0,1,9,6,No,100
2025-11-01,105,PVC Pipe,Paint,Dulux,725.8,2,225,33,13,15,0,1,11,5,No,165
2025-12-02,107,Cement Bag,Fasteners,Stanley,676.48,10,257,46,7,0,0,0,12,1,No,0
2025-10-14,107,Cement Bag,Gardening,Makita,1271.37,5,189,42,10,5,0,0,10,1,No,111
2025-01-06,105,PVC Pipe,Gardening,Hilti,4717.7,6,142,41,14,10,0,0,1,0,No,278
2025-01-31,110,Nails Pack,Fasteners,Dulux,2876.22,3,48,61,9,5,0,0,1,4,Yes,222
2025-04-24,105,PVC Pipe,Plumbing,Bosch,2744.69,1,157,33,11,15,0,0,4,3,No,173
2025-10-21,105,PVC Pipe,Building Materials,Dulux,4049.03,5,72,34,13,0,0,0,10,1,No,318
2025-12-27,102,Screwdriver Set,Building Materials,Dulux,2074.6,6,280,73,11,0,0,1,12,5,No,50
2025-02-17,106,LED Bulb,Fasteners,Stanley,1637.27,4,237,71,11,5,0,0,2,0,No,93
2025-02-25,104,Paint Bucket 5L,Plumbing,Nippon,2562.57,3,116,53,9,5,0,0,2,1,No,154
2025-09-08,110,Nails Pack,Tools,3M,434.04,12,287,51,18,15,0,0,9,0,No,253
2025-09-11,103,Electric Drill,Gardening,Nippon,3012.02,8,159,48,8,10,0,0,9,3,No,81
2025-01-09,101,Hammer,Tools,Makita,186.67,2,286,70,11,5,0,0,1,3,No,44
2025-12-11,102,Screwdriver Set,Fasteners,Bosch,2865.76,2,266,69,7,0,0,0,12,3,No,0
2025-02-11,102,Screwdriver Set,Paint,Stanley,383.12,14,155,65,7,10,0,0,2,1,No,55
2025-08-28,104,Paint Bucket 5L,Safety Equipment,Makita,595.12,3,259,23,12,10,0,0,8,3,No,101
2025-03-09,110,Nails Pack,Building Materials,Hilti,4983.81,8,220,71,13,10,0,1,3,6,No,170
2025-01-05,105,PVC Pipe,Paint,Hilti,3313.05,5,255,54,13,0,0,1,1,6,No,135
2025-10-16,104,Paint Bucket 5L,Fasteners,Ingco,1902.02,8,228,41,9,5,0,0,10,3,No,42
2025-04-05,108,Garden Hose,Paint,Hilti,4822.73,13,245,57,7,5,0,1,4,5,No,0
2025-08-08,109,Safety Gloves,Tools,Bosch,1373.08,1,64,32,13,15,0,0,8,4,No,326
2025-05-01,108,Garden Hose,Building Materials,Makita,159.39,9,187,30,10,5,0,0,5,3,No,113
2025-04-28,103,Electric Drill,Building Materials,Bosch,2326.45,20,281,23,14,10,0,0,4,0,No,139
2025-12-28,103,Electric Drill,Tools,Stanley,4336.84,11,226,60,7,5,0,1,12,6,No,0
2025-08-13,102,Screwdriver Set,Building Materials,Nippon,3109.0,11,41,32,14,10,0,0,8,2,No,379
2025-06-21,101,Hammer,Paint,Ingco,752.41,9,128,21,5,10,0,1,6,5,No,22
2025-04-23,101,Hammer,Paint,3M,2244.26,17,289,27,10,15,0,0,4,2,No,11
2025-03-04,105,PVC Pipe,Safety Equipment,Hilti,4486.08,4,172,38,11,15,0,0,3,1,No,158
2025-09-11,104,Paint Bucket 5L,Building Materials,Bosch,617.9,2,86,62,3,10,0,0,9,3,No,4
2025-05-03,107,Cement Bag,Fasteners,Ingco,3329.27,1,16,24,13,5,0,1,5,5,Yes,374
2025-12-12,103,Electric Drill,Electrical,Hilti,2592.04,15,227,30,9,0,0,0,12,4,No,43
2025-04-11,106,LED Bulb,Fasteners,3M,4856.67,5,50,62,16,10,0,0,4,4,Yes,430
2025-08-21,110,Nails Pack,Fasteners,Hilti,2119.44,10,7,29,10,0,0,0,8,3,Yes,293
2025-07-28,107,Cement Bag,Electrical,Ingco,202.63,17,48,55,8,10,0,0,7,0,Yes,192
2025-06-04,110,Nails Pack,Tools,Makita,3113.56,13,118,69,13,0,0,0,6,2,No,272
2025-05-11,101,Hammer,Safety Equipment,Stanley,1678.86,2,257,73,6,15,0,1,5,6,No,0
2025-08-07,106,LED Bulb,Plumbing,Hilti,2481.48,1,287,79,15,5,1,0,8,3,No,163
2025-06-21,103,Electric Drill,Paint,Nippon,867.53,5,182,28,2,15,0,1,6,5,No,0
2025-04-08,107,Cement Bag,Tools,Bosch,1923.62,11,113,41,9,0,0,0,4,1,No,157
2025-09-01,108,Garden Hose,Safety Equipment,3M,1441.58,3,121,51,10,5,0,0,9,0,No,179
2025-02-19,106,LED Bulb,Building Materials,Nippon,1652.92,1,17,40,14,10,0,0,2,2,Yes,403
2025-06-26,110,Nails Pack,Safety Equipment,Stanley,3799.71,10,237,26,10,5,0,0,6,3,No,63
2025-08-31,105,PVC Pipe,Safety Equipment,Makita,984.91,18,149,62,3,10,0,1,8,6,No,0
2025-07-24,104,Paint Bucket 5L,Electrical,Ingco,1419.72,8,257,48,10,5,0,0,7,3,No,43
2025-06-21,109,Safety Gloves,Tools,Dulux,3457.96,12,43,32,10,15,0,1,6,5,No,257
2025-08-25,110,Nails Pack,Paint,Hilti,2125.74,12,22,48,11,15,0,0,8,0,Yes,308
2025-01-05,103,Electric Drill,Electrical,Hilti,559.41,11,185,35,9,0,0,1,1,6,No,85
2025-08-07,109,Safety Gloves,Paint,Stanley,4077.59,12,9,40,8,0,0,0,8,3,Yes,231
2025-04-24,103,Electric Drill,Safety Equipment,Bosch,3692.05,6,111,32,11,10,0,0,4,3,No,219
2025-01-06,103,Electric Drill,Building Materials,Hilti,2739.61,20,53,31,10,0,0,0,1,0,No,247
2025-04-08,110,Nails Pack,Plumbing,Stanley,3754.1,11,242,50,9,5,0,0,4,1,No,28
2025-01-07,107,Cement Bag,Safety Equipment,Bosch,1597.46,6,19,29,9,0,0,0,1,1,Yes,251
2025-08-11,104,Paint Bucket 5L,Safety Equipment,Dulux,4442.36,1,201,57,11,10,0,0,8,0,No,129
2025-01-14,102,Screwdriver Set,Electrical,Stanley,917.74,20,272,74,7,0,0,0,1,1,No,0
2025-01-01,101,Hammer,Gardening,Dulux,4383.89,13,228,35,10,15,0,0,1,2,No,72
2025-04-20,101,Hammer,Electrical,Bosch,1204.65,11,23,53,12,15,0,1,4,6,Yes,337
2025-01-06,107,Cement Bag,Gardening,Dulux,3036.91,18,210,41,11,5,0,0,1,0,No,120
2025-06-09,103,Electric Drill,Safety Equipment,Makita,3507.54,5,18,67,7,0,0,0,6,0,Yes,192
2025-04-10,109,Safety Gloves,Fasteners,Makita,1929.97,20,145,71,6,10,0,0,4,3,No,35
2025-03-24,104,Paint Bucket 5L,Fasteners,3M,406.46,13,160,36,12,5,0,0,3,0,No,200
2025-12-01,102,Screwdriver Set,Safety Equipment,Dulux,3224.01,10,197,66,10,0,0,0,12,0,No,103
2025-05-15,101,Hammer,Gardening,Ingco,4215.03,6,60,29,9,10,0,0,5,3,No,210
2025-06-06,109,Safety Gloves,Plumbing,3M,1739.11,6,50,72,14,15,0,0,6,4,Yes,370
2025-05-03,103,Electric Drill,Tools,Makita,375.07,7,68,48,14,5,0,1,5,5,No,352
2025-07-19,107,Cement Bag,Building Materials,Hilti,2362.49,5,191,24,10,5,0,1,7,5,No,109
2025-10-21,108,Garden Hose,Gardening,Ingco,3559.49,18,294,69,11,5,0,0,10,1,No,36
2025-06-21,106,LED Bulb,Building Materials,Dulux,4556.01,4,296,73,13,0,0,1,6,5,No,94
2025-10-31,108,Garden Hose,Electrical,Makita,1203.6,14,83,43,6,5,0,0,10,4,No,97
2025-04-04,110,Nails Pack,Electrical,3M,2413.1,8,162,74,3,10,0,0,4,4,No,0
2025-09-10,104,Paint Bucket 5L,Paint,Nippon,4540.65,9,181,50,7,5,0,0,9,2,No,29
2025-02-04,105,PVC Pipe,Plumbing,Stanley,2303.73,19,227,75,13,5,0,0,2,1,No,163
2025-06-14,101,Hammer,Paint,Nippon,327.85,6,20,23,11,10,0,1,6,5,Yes,310
2025-03-02,101,Hammer,Fasteners,Stanley,1644.43,2,159,75,13,0,0,1,3,6,No,231
2025-10-22,105,PVC Pipe,Gardening,Stanley,2786.77,13,153,63,6,0,0,0,10,2,No,27
2025-09-30,103,Electric Drill,Electrical,Hilti,3959.79,1,20,37,11,15,0,0,9,1,Yes,310
2025-04-04,107,Cement Bag,Gardening,Hilti,810.33,16,160,69,12,5,0,0,4,4,No,200
2025-06-22,106,LED Bulb,Tools,Hilti,3628.04,20,85,74,9,0,0,1,6,6,No,185
2025-05-11,109,Safety Gloves,Fasteners,Hilti,2771.02,9,85,68,9,5,0,1,5,6,No,185
2025-03-30,101,Hammer,Safety Equipment,Nippon,2763.34,4,64,29,5,15,0,1,3,6,No,86
2025-09-01,103,Electric Drill,Paint,Stanley,912.3,11,124,58,12,0,0,0,9,0,No,236
2025-11-11,105,PVC Pipe,Tools,Ingco,2772.62,20,58,29,4,10,0,0,11,1,No,62
2025-04-06,103,Electric Drill,Plumbing,Dulux,4892.5,7,31,26,13,5,0,1,4,6,No,359
2025-03-15,109,Safety Gloves,Plumbing,Nippon,4373.46,14,213,34,10,15,0,1,3,5,No,87
2025-06-30,105,PVC Pipe,Paint,Bosch,1103.92,9,167,77,14,15,0,0,6,0,No,253
2025-08-09,101,Hammer,Building Materials,Nippon,3778.57,20,247,22,10,5,0,1,8,5,No,53
2025-08-12,106,LED Bulb,Electrical,Bosch,4555.18,3,261,58,10,10,0,0,8,1,No,39
2025-06-17,103,Electric Drill,Building Materials,Makita,3318.22,1,196,70,13,5,0,0,6,1,No,194
2025-11-20,105,PVC Pipe,Tools,Ingco,1058.49,1,296,55,7,15,0,0,11,3,No,0
2025-04-25,105,PVC Pipe,Plumbing,Dulux,1454.56,5,237,59,8,0,0,0,4,4,No,3
2025-05-15,101,Hammer,Electrical,Dulux,2648.93,3,262,35,9,0,0,0,5,3,No,8
2025-08-11,107,Cement Bag,Paint,Dulux,4300.18,11,39,57,15,0,0,0,8,0,Yes,411
2025-04-05,105,PVC Pipe,Plumbing,Stanley,789.49,13,100,51,7,0,0,1,4,5,No,110
2025-02-11,101,Hammer,Plumbing,Bosch,3306.03,16,245,38,6,0,0,0,2,1,No,0
2025-02-12,101,Hammer,Gardening,Ingco,4423.84,16,15,20,13,5,0,0,2,2,Yes,375
2025-11-19,105,PVC Pipe,Paint,Makita,2147.03,2,101,77,11,10,0,0,11,2,No,229
2025-03-06,103,Electric Drill,Electrical,Makita,2194.7,10,24,22,6,5,0,0,3,3,No,156
2025-02-09,106,LED Bulb,Paint,Bosch,2684.26,11,133,38,7,10,0,1,2,6,No,77
2025-07-01,105,PVC Pipe,Electrical,3M,3821.95,20,215,53,11,10,0,0,7,1,No,115
2025-09-01,110,Nails Pack,Electrical,Hilti,4114.35,15,276,47,14,5,0,0,9,0,No,144
2025-02-10,101,Hammer,Electrical,3M,4147.29,7,179,53,5,5,0,0,2,0,No,0
2025-01-09,101,Hammer,Paint,Makita,1804.91,18,278,67,9,5,0,0,1,3,No,0
2025-04-25,109,Safety Gloves,Building Materials,3M,2928.52,9,270,46,12,5,0,0,4,4,No,90
2025-06-08,107,Cement Bag,Gardening,Bosch,3207.3,17,65,54,6,10,0,1,6,6,No,115
2025-05-12,110,Nails Pack,Plumbing,Makita,3463.0,13,200,39,4,15,0,0,5,0,No,0
2025-10-10,104,Paint Bucket 5L,Fasteners,Nippon,1213.18,6,190,22,14,10,0,0,10,4,No,230
2025-10-12,107,Cement Bag,Tools,Stanley,3501.34,4,190,40,10,5,0,1,10,6,No,110
2025-10-11,110,Nails Pack,Plumbing,Bosch,262.63,12,141,55,8,5,0,1,10,5,No,99
2025-08-02,110,Nails Pack,Safety Equipment,Hilti,4368.9,19,224,25,12,15,0,1,8,5,No,136
2025-06-28,106,LED Bulb,Safety Equipment,Hilti,3386.59,2,45,57,11,10,0,1,6,5,Yes,285
2025-04-01,108,Garden Hose,Paint,Nippon,1210.98,9,146,49,9,10,0,0,4,1,No,124
2025-09-22,101,Hammer,Building Materials,Bosch,4031.54,11,269,45,10,0,0,0,9,0,No,31
2025-05-06,103,Electric Drill,Tools,Nippon,4834.59,16,109,70,6,5,0,0,5,1,No,71
2025-03-12,110,Nails Pack,Fasteners,Bosch,4147.59,10,120,79,11,10,0,0,3,2,No,210
2025-05-05,105,PVC Pipe,Tools,Stanley,3211.94,3,163,59,9,0,0,0,5,0,No,107
2025-02-25,107,Cement Bag,Gardening,3M,1390.25,4,226,60,8,10,0,0,2,1,No,14
2025-12-29,110,Nails Pack,Safety Equipment,Ingco,1569.6,9,67,47,12,0,0,0,12,0,No,293
2025-05-16,104,Paint Bucket 5L,Gardening,3M,4276.09,16,119,74,12,0,1,0,5,4,No,241
2025-10-02,105,PVC Pipe,Tools,Dulux,2703.45,13,267,54,14,5,0,0,10,3,No,153
2025-07-07,103,Electric Drill,Fasteners,Hilti,1412.11,11,148,24,13,5,0,0,7,0,No,242
2025-03-28,110,Nails Pack,Fasteners,Makita,1336.31,15,200,28,7,5,0,0,3,4,No,10
2025-12-22,107,Cement Bag,Gardening,3M,3379.08,20,75,65,11,5,0,0,12,0,No,255
2025-01-01,102,Screwdriver Set,Tools,Makita,3892.01,20,37,39,9,0,0,0,1,2,Yes,233
2025-05-08,102,Screwdriver Set,Electrical,Stanley,3965.13,1,27,23,11,0,0,0,5,3,No,303
2025-06-07,104,Paint Bucket 5L,Safety Equipment,Makita,1984.11,17,193,43,10,15,0,1,6,5,No,107
2025-01-30,104,Paint Bucket 5L,Electrical,Makita,3043.19,13,86,57,12,10,0,0,1,3,No,274
2025-05-28,105,PVC Pipe,Fasteners,Stanley,447.57,12,267,25,7,5,0,0,5,2,No,0
2025-05-21,107,Cement Bag,Plumbing,Hilti,323.68,3,92,64,6,0,0,0,5,2,No,88
2025-11-27,108,Garden Hose,Safety Equipment,Hilti,2462.0,2,236,39,7,5,1,0,11,3,No,0
2025-02-02,104,Paint Bucket 5L,Fasteners,Bosch,1114.26,19,189,27,10,10,0,1,2,6,No,111
2025-10-26,109,Safety Gloves,Safety Equipment,3M,279.93,13,244,68,5,15,0,1,10,6,No,0
2025-03-16,109,Safety Gloves,Electrical,Nippon,1170.7,19,232,28,9,5,0,1,3,6,No,38
2025-04-29,104,Paint Bucket 5L,Safety Equipment,Hilti,4101.74,12,276,70,8,10,0,0,4,1,No,0
2025-11-01,101,Hammer,Tools,Bosch,4411.33,18,191,30,11,10,0,1,11,5,No,139
2025-01-18,101,Hammer,Tools,Nippon,319.78,10,18,31,6,10,0,1,1,5,Yes,162
2025-04-06,107,Cement Bag,Paint,Stanley,4423.07,5,239,52,12,5,0,1,4,6,No,121
2025-09-09,102,Screwdriver Set,Safety Equipment,Nippon,4136.57,11,7,44,17,0,1,0,9,1,Yes,503
2025-12-14,110,Nails Pack,Fasteners,Stanley,3218.37,17,214,68,3,15,0,1,12,6,No,0
2025-08-13,105,PVC Pipe,Electrical,Hilti,3058.6,12,160,55,12,10,0,0,8,2,No,200
2025-09-26,110,Nails Pack,Building Materials,Makita,1908.36,4,83,68,6,10,0,0,9,4,No,97
2025-02-22,110,Nails Pack,Safety Equipment,Nippon,447.94,14,257,48,4,0,0,1,2,5,No,0
2025-10-01,103,Electric Drill,Tools,Makita,3425.48,7,265,33,9,15,0,0,10,2,No,5
2025-11-19,102,Screwdriver Set,Fasteners,Makita,3216.87,11,27,22,15,15,0,0,11,2,No,423
2025-04-25,106,LED Bulb,Fasteners,Nippon,3647.47,1,165,22,6,0,0,0,4,4,No,15
2025-06-23,107,Cement Bag,Paint,Ingco,2716.44,13,267,54,6,5,0,0,6,0,No,0
2025-06-29,103,Electric Drill,Building Materials,Ingco,2299.38,19,212,68,5,5,0,1,6,6,No,0
2025-12-16,108,Garden Hose,Gardening,3M,1158.65,13,293,47,10,0,0,0,12,1,No,7
2025-06-21,110,Nails Pack,Gardening,Stanley,1998.22,4,72,72,14,10,0,1,6,5,No,348
2025-10-27,101,Hammer,Building Materials,Makita,4322.54,6,287,22,11,10,0,0,10,0,No,43
2025-11-01,102,Screwdriver Set,Plumbing,Stanley,2305.6,3,22,59,11,0,0,1,11,5,Yes,308
2025-06-06,109,Safety Gloves,Gardening,Stanley,4459.29,5,155,56,10,5,0,0,6,4,No,145
2025-08-23,110,Nails Pack,Gardening,Hilti,3264.13,20,201,79,17,10,0,1,8,5,No,309
2025-12-23,102,Screwdriver Set,Building Materials,Bosch,1956.66,3,293,24,13,15,0,0,12,1,No,97
2025-01-22,101,Hammer,Fasteners,Bosch,2702.32,13,30,23,14,10,0,0,1,2,No,390
2025-06-12,108,Garden Hose,Tools,Stanley,920.06,17,66,30,20,15,0,0,6,3,No,534
2025-11-25,107,Cement Bag,Tools,Bosch,765.37,3,233,70,5,0,0,0,11,1,No,0
2025-03-10,108,Garden Hose,Tools,Bosch,214.43,3,29,61,13,5,0,0,3,0,Yes,361
2025-09-25,103,Electric Drill,Electrical,Bosch,4510.41,15,195,37,8,10,0,0,9,3,No,45
2025-11-01,110,Nails Pack,Plumbing,3M,4150.87,17,108,51,18,5,0,1,11,5,No,432
2025-10-19,107,Cement Bag,Gardening,3M,1767.9,19,161,64,10,0,0,1,10,6,No,139
2025-09-07,107,Cement Bag,Tools,3M,3833.32,19,41,53,14,15,0,1,9,6,Yes,379
2025-06-19,104,Paint Bucket 5L,Plumbing,Hilti,1370.74,6,20,63,7,0,0,0,6,3,Yes,190
2025-01-20,101,Hammer,Tools,Bosch,4170.37,9,279,54,10,5,0,0,1,0,No,21
2025-08-15,109,Safety Gloves,Building Materials,3M,837.56,3,272,54,13,10,0,0,8,4,No,118
2025-01-04,110,Nails Pack,Tools,Nippon,4413.54,18,249,38,11,15,1,1,1,5,No,81
2025-09-20,103,Electric Drill,Gardening,Stanley,1086.43,6,144,56,9,15,0,1,9,5,No,126
2025-01-29,109,Safety Gloves,Gardening,Stanley,2760.82,10,172,66,15,0,0,0,1,2,No,278
2025-12-06,103,Electric Drill,Safety Equipment,Makita,4362.85,20,4,36,6,15,0,1,12,5,Yes,176
2025-03-07,106,LED Bulb,Paint,Stanley,3435.7,16,69,36,10,15,0,0,3,4,No,231
2025-07-01,104,Paint Bucket 5L,Paint,Ingco,4750.65,14,69,74,10,0,0,0,7,1,Yes,231
2025-04-05,106,LED Bulb,Paint,Hilti,1939.12,8,215,42,8,15,0,1,4,5,No,25
2025-06-12,106,LED Bulb,Electrical,Bosch,1994.05,5,241,36,10,5,0,0,6,3,No,59
2025-09-01,105,PVC Pipe,Safety Equipment,Hilti,4341.33,16,259,26,13,10,0,0,9,0,No,131
2025-08-09,107,Cement Bag,Fasteners,Dulux,4784.63,12,115,64,7,10,0,1,8,5,No,95
2025-03-25,104,Paint Bucket 5L,Gardening,Dulux,2251.83,15,188,50,9,10,0,0,3,1,No,82
2025-03-27,103,Electric Drill,Fasteners,Bosch,3696.75,20,276,35,10,5,0,0,3,3,No,24
2025-03-19,107,Cement Bag,Safety Equipment,Stanley,4117.01,1,285,76,8,10,0,0,3,2,No,0
2025-07-27,101,Hammer,Paint,Ingco,3987.63,2,36,32,8,10,1,1,7,6,No,204
2025-07-08,107,Cement Bag,Fasteners,Nippon,3791.8,9,264,53,11,15,0,0,7,1,No,66
2025-07-11,102,Screwdriver Set,Building Materials,Bosch,480.48,5,74,54,9,15,0,0,7,4,No,196
2025-07-04,103,Electric Drill,Safety Equipment,3M,2790.74,8,289,64,11,10,0,0,7,4,No,41
2025-07-13,103,Electric Drill,Gardening,Hilti,4780.06,20,144,74,10,0,0,1,7,6,No,156
2025-06-24,110,Nails Pack,Fasteners,Bosch,4226.16,12,12,75,7,15,0,0,6,1,Yes,198
2025-07-02,103,Electric Drill,Electrical,Makita,1546.92,4,214,33,7,0,0,0,7,2,No,0
2025-03-30,106,LED Bulb,Electrical,Nippon,846.41,14,230,72,8,0,0,1,3,6,No,10
2025-08-04,102,Screwdriver Set,Gardening,Stanley,4226.93,2,268,40,10,15,0,0,8,0,No,32
2025-01-29,108,Garden Hose,Tools,Hilti,1151.68,6,30,36,9,10,0,0,1,2,Yes,240
2025-10-31,108,Garden Hose,Building Materials,Nippon,3626.98,6,53,71,14,5,0,0,10,4,Yes,367
2025-08-02,110,Nails Pack,Electrical,Ingco,3221.75,20,52,43,10,5,0,1,8,5,No,248
2025-02-23,109,Safety Gloves,Gardening,Bosch,1520.85,17,58,42,11,10,0,1,2,6,No,272
2025-03-23,103,Electric Drill,Tools,Dulux,3631.21,20,289,37,9,15,0,1,3,6,No,0
2025-06-19,105,PVC Pipe,Safety Equipment,3M,4136.51,3,48,34,12,5,0,0,6,3,No,312
2025-04-29,109,Safety Gloves,Gardening,Makita,603.47,18,273,51,7,15,0,0,4,1,No,0
2025-01-30,109,Safety Gloves,Gardening,Hilti,3008.08,16,263,60,15,0,0,0,1,3,No,187
2025-07-08,106,LED Bulb,Gardening,Bosch,1767.82,2,155,30,16,10,0,0,7,1,No,325
2025-04-15,106,LED Bulb,Plumbing,Nippon,4150.9,1,161,63,6,15,0,0,4,1,No,19
2025-03-17,103,Electric Drill,Safety Equipment,Dulux,2901.86,10,55,31,9,5,0,0,3,0,No,215
